Farmácia,Nome,Marca,GTIN,Codigo,Sub_categoria,Preco_unitario,Preco_com_desconto,Preco_pix,Desconto,Desconto_com_pix,Link,Desconto_percentual,Desconto_pix_percentual
Farmaponte,"Venocel 100mg, Caixa Com 60 Capsulas Gelatinosas",Cifarma,7898495605977,Cód: 1030952,Antivaricoso,45.44,40.08,40.08,5.36,5.36,https://www.farmaponte.com.br/venocel-100mg-caixa-com-60-capsulas-gelatinosas/p,,-12
Farmaponte,"Gino-Canesten 500mg, Caixa Com 1 Comprimido Vaginal + 1 Aplicador",Bayer,7891106916059,Cód: 42790,Antimicotico,104.9,78.3,78.3,26.6,26.6,https://www.farmaponte.com.br/gino-canesten-500mg-caixa-com-1-comprimido-vaginal-1-aplicador/p,,-25
Farmaponte,Odorizante De Ambiente Bendita Canfora 8 Tabletes,Bravir,7896186002548,Cód: 1031322,Relaxante Muscular,14.75,14.46,14.46,0.29,0.29,https://www.farmaponte.com.br/odorizante-de-ambiente-bendita-canfora-8-tabletes/p,,-2
Farmaponte,"Roupa Intima Sensaty Pants G Eg, 16 Unidades",Sensaty,7891522201333,Cód: 1037656,Fralda Adulta e Roupa Íntima,69.6,54.58,54.58,15.02,15.02,https://www.farmaponte.com.br/roupa-intima-sensaty-pants-g-16-unidades/p,,-22
Farmaponte,Pantogar Neo Com 60 Capsulas,Biolab,7896112400448,Cód: 1030780,Relaxante Muscular,183.92,143.53,143.53,40.39,40.39,https://www.farmaponte.com.br/pantogar-neo-com-60-capsulas/p,,-22
Farmaponte,Colidis Gotas 10ml,Aché,7896658028205,Cód: 1040030,Regulador Intestinal,194.35,151.8,151.8,42.55,42.55,https://www.farmaponte.com.br/colidis-gotas-10ml/p,,-22
Farmaponte,Colirio Hyabak 10ml,União Química,8470003997744,Cód: 1000540,Lubrificante Ocular,81.5,65.26,65.26,16.24,16.24,https://www.farmaponte.com.br/colirio-hyabak-10ml/p,,-20
Farmaponte,Quiétude Com 20 Flaconetes,None,7898927111304,Cód: 1044918,Hipnóticos Sedativos,149.99,127.38,127.38,22.61,22.61,https://www.farmaponte.com.br/quietude-com-20-flaconetes/p,,-15
Farmaponte,Complexo Senna Almeida Prado 46 60 Comprimidos,Homeopatia Almeida Prado,7896026173018,Cód: 14150,Laxantes e Purgantes,41.83,31.54,31.54,10.29,10.29,https://www.farmaponte.com.br/complexo-homeopatico-almeida-prado-no-46-0005g-002g-0015g-caixa-com-60-comprimidos/p,,-25
Farmaponte,"Tadalafila Medley 20mg, Caixa Com 4 Comprimidos Revestidos",Medley,7896422501682,Cód: 1025353,Tratamento De Disfunção Erétil,60.98,22.11,22.11,38.87,38.87,https://www.farmaponte.com.br/tadalafila-medley-20mg-caixa-com-4-comprimidos-revestidos/p,,-64
Farmaponte,Adeforte Caixa Com 1 Ampola Com 3ml De Solucao De Uso Oral,Gross,7892828000019,Cód: 10880,Vitaminas & Minerais,25.76,24.25,24.25,1.51,1.51,https://www.farmaponte.com.br/adeforte-caixa-com-1-ampola-com-3ml-de-solucao-de-uso-oral/p,,-6
Farmaponte,Suplemento Alimentar Caldê Km - 30 Comprimidos,Marjan Farma,7896226108735,Cód: 1030095,Vitaminas & Minerais,138.27,116.6,116.6,21.67,21.67,https://www.farmaponte.com.br/calde-km-30-comprimidos/p,,-16
Farmaponte,Sildenafila 50mg Genérico Neo Química 4 Comprimidos Revestidos,Neo Química,7896714226705,Cód: 1024580,Tratamento De Disfunção Erétil,34.3,9.49,9.49,24.81,24.81,https://www.farmaponte.com.br/sildenafila-50mg-4cpr-neo/p,,-72
Farmaponte,Emama 400 Mg 30 Capsula,Eurofarma,7891317038052,Cód: 797905,Suplemento Alimentar,49.22,47.42,47.42,1.8,1.8,https://www.farmaponte.com.br/emama-400mg-30cap/p,,-4
Farmaponte,"Clortalidona Ems 25mg, Caixa Com 60 Comprimidos",Ems,7896004706368,Cód: 34649,Diurético,36.16,29.06,29.06,7.1,7.1,https://www.farmaponte.com.br/clortalidona-ems-25mg-caixa-com-60-comprimidos/p,,-20
Farmaponte,Sedatif Pc Com 60 Comprimidos,Boiron,7898927111014,Cód: 1025845,Hipnóticos Sedativos,109.99,58.7,58.7,51.29,51.29,https://www.farmaponte.com.br/sedatif-pc-com-60-comprimidos/p,,-47
Farmaponte,"Fralda Geriatrica Sensaty Premium G, 20 Unidades",Sensaty,7891522022136,Cód: 1029900,Fralda Adulta e Roupa Íntima,69.6,54.58,54.58,15.02,15.02,https://www.farmaponte.com.br/fralda-geriatrica-sensaty-premium-g-20-unidades/p,,-22
Farmaponte,"Absorvente Geriatrico Unissex Sensaty Premium Tamanho Unico, 20 Unidades",Sensaty,7891522200107,Cód: 1031945,Fralda Adulta e Roupa Íntima,19.83,17.49,17.49,2.34,2.34,https://www.farmaponte.com.br/absorvente-geriatrico-unissex-sensaty-premium-tamanho-unico-20-unidades/p,,-12
Farmaponte,Dipirona Gotas 10ml Germed,None,7896004719115,Cód: 1009366,Analgésico Antitérmico,8.09,2.3,2.3,5.79,5.79,https://www.farmaponte.com.br/dipirona-gts-10ml-ger/p,,-72
Farmaponte,Autoteste Covid-19 Proxima Antígeno 1 Unidade,Cpmh,7898666523505,Cód: 1043408,Acessórios para a Saúde,66.56,39.1,39.1,27.46,27.46,https://www.farmaponte.com.br/novel-coronavirus-autoteste-antigeno-bioscience/p,,-41
Farmaponte,Dipirona Monoidratada Solução De Uso Oral 50mg Ml Com 100ml + Copo Medidor Aché Biosintética Genérico,Biosintética - Aché,7896181911036,Cód: 800741,Analgésico Antitérmico,18.7,15.58,15.58,3.12,3.12,https://www.farmaponte.com.br/dipirona-monoidratada-ache-50mgml-caixa-com-1-frasco-com-100ml-de-solucao-oral-1-copo-medidor/p,,-17
Farmaponte,"Seringa Bd Solomed Com Agulha, 3ml, 30mm X 0,70mm",Bd,7891463006615,Cód: 76732,Acessórios para a Saúde,2.45,2.17,2.17,0.28,0.28,https://www.farmaponte.com.br/seringa-bd-solomed-com-agulha-3ml-30mm-x-070mm/p,,-12
Farmaponte,"Citrato De Sildenafila Eurofarma 50mg, Caixa Com 4 Comprimidos Revestidos",Eurofarma,7891317477592,Cód: 805989,Tratamento De Disfunção Erétil,33.09,14.59,14.59,18.5,18.5,https://www.farmaponte.com.br/citrato-de-sildenafila-eurofarma-50mg-caixa-com-4-comprimidos-revestidos/p,,-56
Farmaponte,Suplemento Alimentar Dayvit Kids Suspensão Oral 120ml,Aché,7896658027208,Cód: 1026743,Vitaminas & Minerais,59.99,58.79,58.79,1.2,1.2,https://www.farmaponte.com.br/dayvit-kids-120ml/p,,-2
Farmaponte,Kit Imecap Hair Cabelos E Unhas Leve 90 Pague 60,Fqm Melora,7898244720036,Cód: 1048801,Vitaminas & Minerais,42.9,42.04,42.04,0.86,0.86,https://www.farmaponte.com.br/kit-imecap-hair-cabelos-e-unhas-leve-90-pague-60/p,,-2
Farmaponte,"Dulcolax 5mg, Caixa Com 20 Drageas",Sanofi,7891058021528,Cód: 973,Laxantes e Purgantes,19.13,18.75,18.75,0.38,0.38,https://www.farmaponte.com.br/dulcolax-5mg-caixa-com-20-drageas/p,,-2
Farmaponte,Suplemento Alimentar Caldê Mdk 2.000ui 60 Comprimidos Revestidos,Marjan Farma,7896226109572,Cód: 1042306,Suplemento Alimentar,161.39,129.74,129.74,31.65,31.65,https://www.farmaponte.com.br/calde-mdk-2000-com-60-comprimidos/p,,-20
Farmaponte,Polivitamínico Materna Para Gestantes 30 Comprimidos,Wyeth/Pfizer,7891045031257,Cód: 1031870,Suplemento Alimentar,86.99,85.25,85.25,1.74,1.74,https://www.farmaponte.com.br/materna-nestle-30cap/p,,-2
Farmaponte,Apevitin Bc Solução Oral Frasco Com 240ml,Ems,7896004700502,Cód: 25313,Orexígeno,58.76,24.96,24.96,33.8,33.8,https://www.farmaponte.com.br/apevitin-bc-susp-ems/p,,-58
Farmaponte,20 Bi Com 30 Cápsulas,,,Cód: 1017693,Regulador Intestinal,224.9,205.21,205.21,19.69,19.69,https://www.farmaponte.com.br/20-bi-com-30-capsulas/p,,-9
Farmaponte,"Hylo-Gel 2mg Ml, Caixa Com 1 Frasco Gotejador Com 10ml De Solucao De Uso Oftalmico",Fbm Farma,7897137900401,Cód: 1009307,Lubrificante Ocular,123.66,109.06,109.06,14.6,14.6,https://www.farmaponte.com.br/hylo-gel-2mgml-caixa-com-1-frasco-gotejador-com-10ml-de-solucao-de-uso-oftalmico/p,,-12
Farmaponte,Tira-Teste De Glicose G-Tech Free Lite 50 Unidades,G-Tech,7898301059635,Cód: 1030579,Fita e Aparelhos de Glicemia,65.1,63.69,63.69,1.41,1.41,https://www.farmaponte.com.br/tira-teste-de-glicose-g-tech-free-lite-50-unidades/p,,-2
Farmaponte,Permanganato De Potassio 10 Comprimidos,None,7891137003667,Cód: 1000659,Dermatológico,6.59,6.46,6.46,0.13,0.13,https://www.farmaponte.com.br/permanganato-potassio-10-x3adv/p,,-2
Farmaponte,Alenia Em Pó De Uso Inalatório 12mcg + 400mcg Com 60 Cápsulas Refil Aché,Aché,7896181928591,Cód: 796626,Antiasmático,159.89,148.86,148.86,11.03,11.03,https://www.farmaponte.com.br/alenia-12mcg-400mcg-caixa-com-60-capsulas-gelatinosas-duras-com-po-de-uso-inalatorio-refil/p,,-7
Farmaponte,"Citrato De Sildenafila Medley 50mg, Caixa Com 4 Comprimidos Revestidos",Medley,7896422525190,Cód: 1021329,Tratamento De Disfunção Erétil,18.02,14.48,14.48,3.54,3.54,https://www.farmaponte.com.br/citrato-de-sildenafila-medley-50mg-caixa-com-4-comprimidos-revestidos/p,,-20
Farmaponte,"Tadalafila Eurofarma 20mg, Caixa Com 4 Comprimidos Revestidos",Eurofarma,7891317127800,Cód: 1026283,Tratamento De Disfunção Erétil,203.52,15.95,15.95,187.57,187.57,https://www.farmaponte.com.br/tadalafila-eurofarma-20mg-caixa-com-4-comprimidos-revestidos/p,,-92
Farmaponte,Colágeno Condres Ultra 90 Cápsulas,Ems,7894916515214,Cód: 1038778,Ômega e Colágeno,294.36,268.54,268.54,25.82,25.82,https://www.farmaponte.com.br/condres-ultra-90caps/p,,-9
Farmaponte,"Melagriao 0,125mg Ml + 0,125mg Ml + 0,0064mg Ml, Caixa Com 1 Frasco Com 150ml De Xarope",Catarinense Pharma,7896023719899,Cód: 23140,Mucolítico,25.42,19.5,19.5,5.92,5.92,https://www.farmaponte.com.br/melagriao-0125mgml-0125mgml-00064mgml-caixa-com-1-frasco-com-150ml-de-xarope/p,,-23
Farmaponte,Niquitin Nicotina 14mg 7 Adesivos,Mappel Indústria De Embalagens,7898928257025,Cód: 29491,Antitabagismo,126.78,118.03,118.03,8.75,8.75,https://www.farmaponte.com.br/niquitin-14mg-7adesivos/p,,-7
Farmaponte,Vitamina D Prosso D+ Km 1000ui Com 30 Comprimidos,None,7891317022525,Cód: 1047866,Suplemento Alimentar,168.31,122.3,122.3,46.01,46.01,https://www.farmaponte.com.br/vitamina-d-prosso-d-km-1000ui-com-30-comprimidos/p,,-27
Farmaponte,Roupa Intima Tena Pants Noturna G Eg Com 16 Unidades,Tena,7896770980498,Cód: 1044984,Fralda Adulta e Roupa Íntima,99.85,78.3,78.3,21.55,21.55,https://www.farmaponte.com.br/roupa-intima-tena-pants-noturna-g-eg-com-16-unidades/p,,-22
Farmaponte,Suplemento Alimentar Fixare 60 Comprimidos,Ems,7894916514422,Cód: 1028796,Vitaminas & Minerais,212.47,162.47,162.47,50.0,50.0,https://www.farmaponte.com.br/fixare-60cpr-zz/p,,-24
Farmaponte,"Espironolactona Ems 100mg, Caixa Com 30 Comprimidos",Ems,7896004716138,Cód: 1000637,Diurético,49.1,39.45,39.45,9.65,9.65,https://www.farmaponte.com.br/espironolactona-ems-100mg-caixa-com-30-comprimidos/p,,-20
Farmaponte,"Naridrin 1mg Ml + 0,2mg Ml + 5mg Ml, Caixa Com 1 Frasco Com 30ml De Solucao De Uso Nasal",Ems,7896004714578,Cód: 33278,Descongestionante Nasal,38.53,16.99,16.99,21.54,21.54,https://www.farmaponte.com.br/naridrin-1mgml-02mgml-5mgml-caixa-com-1-frasco-com-30ml-de-solucao-de-uso-nasal/p,,-56
Farmaponte,Cetobeta Creme Bisnaga 30g,None,7898168001280,Cód: 59510,Corticóide Tópico,41.17,26.88,26.88,14.29,14.29,https://www.farmaponte.com.br/cetobeta-cre-30gr/p,,-35
Farmaponte,Fortice Com 30 Comprimidos,None,7891317007560,Cód: 1041432,Antigotoso,204.82,171.98,171.98,32.84,32.84,https://www.farmaponte.com.br/fortice-com-30-comprimidos/p,,-16
Farmaponte,"Suplemento Alimentar Infantil Biozinc Kids Guarana, 75ml",Aché,7896658026850,Cód: 1018266,Vitaminas & Minerais,39.03,34.49,34.49,4.54,4.54,https://www.farmaponte.com.br/biozinc-kids-guarana-75ml/p,,-12
Farmaponte,Dorflex 10 Comprimidos,Sanofi,7891058008628,Cód: 39934,Relaxante Muscular,8.09,7.93,7.93,0.16,0.16,https://www.farmaponte.com.br/dorflex-10cpr-x30/p,,-2
Farmaponte,Pantogar Neo Com 90 Capsulas,None,7896112407164,Cód: 1050205,Dermatológico,200.96,174.94,174.94,26.02,26.02,https://www.farmaponte.com.br/pantogar-neo-com-90-capsulas/p,,-13
Farmaponte,Tamarine Caixa Com 20 Capsulas,Cosmed,7896179850040,Cód: 34231,Laxantes e Purgantes,97.79,76.67,76.67,21.12,21.12,https://www.farmaponte.com.br/tamarine-caixa-com-20-capsulas/p,,-22
Farmaponte,Imecap Hair Max Cabelos E Unhas Kit 60 + 30 Capsulas,None,7898040329891,Cód: 1047454,Vitaminas & Minerais,62.9,61.64,61.64,1.26,1.26,https://www.farmaponte.com.br/imecap-hair-max-cabelos-e-unhas-kit-60-30-capsulas/p,,-2
Farmaponte,"Cloridrato De Propranolol Ems 10mg, Caixa Com 30 Comprimidos",Ems,7894916550048,Cód: 27510,Anti-hipertensivos,10.82,9.12,9.12,1.7,1.7,https://www.farmaponte.com.br/cloridrato-de-propranolol-ems-10mg-caixa-com-30-comprimidos/p,,-16
Farmaponte,"Allegra 6mg Ml, Caixa Com 1 Frasco Com 60ml De Suspensao De Uso Oral",Sanofi,7891058002589,Cód: 801777,Anti Histaminico E Antialergico Topico,39.08,34.29,34.29,4.79,4.79,https://www.farmaponte.com.br/allegra-6mgml-caixa-com-1-frasco-com-60ml-de-suspensao-de-uso-oral-seringa-dosadora/p,,-12
Farmaponte,Engov 24cpr,Cosmed,7896094907324,Cód: 1017117,Analgésico Antitérmico,31.85,31.21,31.21,0.64,0.64,https://www.farmaponte.com.br/engov-24cpr/p,,-2
Farmaponte,Suplemento Alimentar Prolive 30 Cápsulas,Aché,7896658025112,Cód: 1004143,Regulador Intestinal,147.62,127.39,127.39,20.23,20.23,https://www.farmaponte.com.br/prolive-55mg-30cap-zz/p,,-14
Farmaponte,"Dipirona Monoidratada Comprimido Ems 500mg, Blister Com 10 Comprimidos",Ems,7896004703398,Cód: 1004362,Analgésico Antitérmico,9.01,6.18,6.18,2.83,2.83,https://www.farmaponte.com.br/dipirona-monoidratada-comprimido-ems-500mg-blister-com-10-comprimidos/p,,-31
Farmaponte,"Sal De Frutas Eno 2 Envelopes Com 5g De Po Efervescente De Uso Oral, Tradicional",Pf Consumer Healthcare,7896015560027,Cód: 46060,Digestivo,4.94,4.84,4.84,0.1,0.1,https://www.farmaponte.com.br/sal-de-frutas-eno-2-envelopes-com-5g-de-po-efervescente-de-uso-oral-tradicional/p,,-2
Farmaponte,"Ducodil 5mg, Caixa Com 20 Comprimidos Revestidos",Cimed,7896523210865,Cód: 1019336,Laxantes e Purgantes,11.24,8.16,8.16,3.08,3.08,https://www.farmaponte.com.br/ducodil-5mg-caixa-com-20-comprimidos-revestidos/p,,-27
Farmaponte,"Azelan 150mg G, Caixa Com 1 Bisnaga Com 30g De Gel De Uso Dermatologico",None,5702191025637,Cód: 1007550,Antiacneico,93.73,88.18,88.18,5.55,5.55,https://www.farmaponte.com.br/azelan-150mgg-caixa-com-1-bisnaga-com-30g-de-gel-de-uso-dermatologico/p,,-6
Farmaponte,"Emistin Comprimido 1mg + 0,5mg, Caixa Com 20 Comprimidos",Ems,7896004801902,Cód: 26670,Anti Histaminico E Antialergico Topico,55.89,34.2,34.2,21.69,21.69,https://www.farmaponte.com.br/emistin-comprimido-1mg-05mg-caixa-com-20-comprimidos/p,,-39
Farmaponte,"Steaton 200mg, Caixa Com 60 Capsulas",Aché,7896658028519,Cód: 1037512,Digestivo,179.1,154.46,154.46,24.64,24.64,https://www.farmaponte.com.br/steaton-200mg-caixa-com-60-capsulas/p,,-14
Farmaponte,Nistatina 100.000ui G + Óxido De Zinco 200mg G Neo Química Pomada 60g,Neo Química,7896714224688,Cód: 1015574,Antimicotico,29.69,21.82,21.82,7.87,7.87,https://www.farmaponte.com.br/nistatina-oxido-de-zinco-neo-quimica-100000uig-200mgg-caixa-com-1-bisnaga-com-60g-de-pomada-de-uso-dermatologico/p,,-26
Farmaponte,Kit Lente De Contato Trea Leans 360ml + 120ml - Lebon,None,7898902180981,Cód: 1050748,Lubrificante Ocular,37.34,32.24,32.24,5.1,5.1,https://www.farmaponte.com.br/kit-lente-de-contato-trea-leans-360ml-120ml-lebon/p,,-14
Farmaponte,Seringa Bd Solome 5 Ml Com Agulha 30x7,Bd,2900003056807,Cód: 45420,Acessórios para a Saúde,3.27,2.88,2.88,0.39,0.39,https://www.farmaponte.com.br/seringa-bd-solome-5ml-ca30x7/p,,-12
Farmaponte,Hirudoid 5mg G Gel Bisnaga Com 40g,Daiichi-Sankyo,7897411601543,Cód: 13625,Antivaricoso,47.65,37.36,37.36,10.29,10.29,https://www.farmaponte.com.br/hirudoid-500mg-gel-40gr/p,,-22
Farmaponte,"Alopurinol Medley 100mg, Caixa Com 30 Comprimidos",Medley,7896422516921,Cód: 804269,Antigotoso,11.5,10.94,10.94,0.56,0.56,https://www.farmaponte.com.br/alopurinol-medley-100mg-caixa-com-30-comprimidos/p,,-5
Farmaponte,"Tadalafila 5mg Germed, Caixa Com 30 Comprimidos Revestidos",None,7896004749716,Cód: 1044158,Tratamento De Disfunção Erétil,111.41,27.29,27.29,84.12,84.12,https://www.farmaponte.com.br/tadalafila-5mg-germed-caixa-com-30-comprimidos-revestidos/p,,-76
Farmaponte,Ibuprofeno 600 Mg 10 Comprimidos Prat,Prati-Donaduzzi,7898148307470,Cód: 1033608,Reumatismo,10.16,8.96,8.96,1.2,1.2,https://www.farmaponte.com.br/ibuprofeno-600mg-10cpr-prat-x28/p,,-12
Farmaponte,Bálsamo Bengué Pomada 20g,Ems,7896004817569,Cód: 3786,Reumatismo,26.99,24.4,24.4,2.59,2.59,https://www.farmaponte.com.br/balsamo-bengue-025gg-025gg-caixa-com-1-bisnaga-com-20g-de-pomada-de-uso-dermatologico/p,,-10
Farmaponte,"Dorflex, Caixa Com 36 Comprimidos",Sanofi,7891058017507,Cód: 1028687,Relaxante Muscular,23.74,19.59,19.59,4.15,4.15,https://www.farmaponte.com.br/dorflex-35mg-300mg-50mg-caixa-com-36-comprimidos-porta-blister-1-unidade/p,,-17
Farmaponte,Roupa Intima Tena Pants Noturna P M Com 24 Unidades,Tena,7896770982249,Cód: 1046801,Fralda Adulta e Roupa Íntima,136.83,120.44,120.44,16.39,16.39,https://www.farmaponte.com.br/roupa-intima-tena-pants-noturna-p-m-com-24-unidades/p,,-12
Farmaponte,Nistatina + Óxido De Zinco - Ems 100mui + 200mg Pomada Bisnaga Com 60g,Ems,7896004711195,Cód: 696269,Cicatrizante,33.23,21.81,21.81,11.42,11.42,https://www.farmaponte.com.br/nistatina-oxido-de-zinco-ems-100000uig-200mgg-caixa-com-1-bisnaga-com-60g-de-pomada-de-uso-dermatologico/p,,-34
Farmaponte,Prednisolona 5mg Eurofarma 20 Comprimidos,Eurofarma,7891317004316,Cód: 1039054,Corticóide Tópico,16.87,11.07,11.07,5.8,5.8,https://www.farmaponte.com.br/prednisolona-eurofarma-5mg-caixa-com-20-comprimidos/p,,-34
Farmaponte,Mega Mater 30 Cápsulas Moles,None,7896006227052,Cód: 1040226,Vitaminas & Minerais,132.18,106.72,106.72,25.46,25.46,https://www.farmaponte.com.br/mega-mater-30caps/p,,-19
Farmaponte,Polivitamínico Dr. Good Hair Para Cabelos 60 Pastilhas,None,7908228804307,Cód: 1050833,Vitaminas & Minerais,76.99,75.45,75.45,1.54,1.54,https://www.farmaponte.com.br/polivitaminico-dr-good-hair-para-cabelos-60-pastilhas/p,,-2
Farmaponte,"Hidroclorotiazida Sanofi Medley 25mg, Caixa Com 30 Comprimidos",Medley,7891058002657,Cód: 802123,Diurético,5.92,4.75,4.75,1.17,1.17,https://www.farmaponte.com.br/hidroclorotiazida-sanofi-medley-25mg-caixa-com-30-comprimidos/p,,-20
Farmaponte,Suplemento Neutrofer Prev 60ml Frasco,Ems,7894916513104,Cód: 1037048,Vitaminas & Minerais,91.53,77.15,77.15,14.38,14.38,https://www.farmaponte.com.br/neutrofer-prev-susp-60ml-zz/p,,-16
Farmaponte,Vitamina D Prosso D+ Km 2000ui Com 30 Comprimidos,None,7891317022532,Cód: 1047871,Vitaminas & Minerais,168.31,132.78,132.78,35.53,35.53,https://www.farmaponte.com.br/vitamina-d-prosso-d-km-2000ui-com-30-comprimidos/p,,-21
Farmaponte,Polivitamínico Regenesis Premium Com Lipinova Para Gestantes 60 Cápsulas,None,7908134200712,Cód: 1051178,Vitaminas & Minerais,175.33,125.34,125.34,49.99,49.99,https://www.farmaponte.com.br/polivitaminico-regenesis-premium-com-lipinova-para-gestantes-60-capsulas/p,,-29
Farmaponte,Fumasil 300 Mg 60 Comprimidos,Vidfarma,7898040328078,Cód: 1037232,Antitabagismo,80.61,66.1,66.1,14.51,14.51,https://www.farmaponte.com.br/fumasil-300mg-60cpr/p,,-18
Farmaponte,Probiatop 30 Saches Com 1g De Po Para Solucao De Uso Oral,Farmoquímica,7898040323844,Cód: 1010408,Regulador Intestinal,174.58,156.7,156.7,17.88,17.88,https://www.farmaponte.com.br/probiatop-30-saches-com-1g-de-po-para-solucao-de-uso-oral/p,,-10
Farmaponte,Suplemento Alimentar Matrion Com 30 Comprimidos,Libbs,7896094210134,Cód: 1036395,Vitaminas & Minerais,57.08,46.99,46.99,10.09,10.09,https://www.farmaponte.com.br/matriom-com-30-comprimidos/p,,-18
Farmaponte,Suplemento Alimentar Colaten Force 60 Comprimidos,None,7896226109732,Cód: 1043460,Relaxante Muscular,258.86,205.68,205.68,53.18,53.18,https://www.farmaponte.com.br/colaten-force-60-comprimidos-revestidos/p,,-21
Farmaponte,Suplemento Alimentar Pediátrico Kollis 8ml Gotas,None,7894916513722,Cód: 1043710,Anestésico Tópico,160.2,114.81,114.81,45.39,45.39,https://www.farmaponte.com.br/kollis-solucao-gotas-8ml/p,,-28
Farmaponte,Latanoprosta 50mcg Ml,Geolab,7899095238299,Cód: 1038509,Antiglaucomatoso,153.24,63.07,63.07,90.17,90.17,https://www.farmaponte.com.br/latanoprosta-005mg-col-geo/p,,-59
Farmaponte,Naturetti 16 Cápsulas,Neo Química,7896714292168,Cód: 19500,Laxantes e Purgantes,70.45,60.06,60.06,10.39,10.39,https://www.farmaponte.com.br/naturetti-caixa-com-16-capsulas-gelatinosas-duras/p,,-15
Farmaponte,Lufta Gastro Pro C 12 Sachet 10ml,None,7891035650147,Cód: 1029421,Digestivo,49.59,43.74,43.74,5.85,5.85,https://www.farmaponte.com.br/lufta-gastro-pro-c-12-sachet-10ml/p,,-12
Farmaponte,Alendronato Sod 70mg 4cpr Ger,None,7896004715353,Cód: 1024701,Tratamento De Disfunção Erétil,68.8,18.21,18.21,50.59,50.59,https://www.farmaponte.com.br/alendronato-sod-70mg-4cpr-ger/p,,-74
Farmaponte,"Ultraproct Ldo 1mg G + 20mg G, Caixa Com 1 Bisnaga",Moksha8 Brasil,7898953165296,Cód: 805694,Antihemorroidal,47.11,42.47,42.47,4.64,4.64,https://www.farmaponte.com.br/ultraproct-ldo-1mgg-20mgg-caixa-com-1-bisnaga-com-30g-de-creme-de-uso-retal-aplicador/p,,-10
Farmaponte,Polivitamínico Emulvit Silver +50  60 Comprimidos,None,7908135001660,Cód: 1038832,Polivitamínicos,59.81,54.17,54.17,5.64,5.64,https://www.farmaponte.com.br/emulvit-silver-60cpr/p,,-9
Farmaponte,"Valsartana Hct 80mg + 12,5mg, Caixa Com 30 Comprimidos Revestidos",None,7896181922797,Cód: 1051572,Anti-hipertensivos,61.16,46.15,46.15,15.01,15.01,https://www.farmaponte.com.br/valsartana-hct-80mg-125mg-caixa-com-30-comprimidos-revestidos/p,,-25
Farmaponte,"Propomax Zero Spray Propolis, Alcacus E Menta Com 30ml",Apis Flora,7896663302529,Cód: 1012328,Vitaminas & Minerais,14.29,14.0,14.0,0.29,0.29,https://www.farmaponte.com.br/propomax-zero-spray-propolis-alcacus-e-menta-com-30ml/p,,-2
Farmaponte,Bolsa Termogel Pequena Ref100,Termogel,7896085118135,Cód: 1016256,Acessórios para a Saúde,9.85,9.65,9.65,0.2,0.2,https://www.farmaponte.com.br/bolsa-termogel-pequena-ref100/p,,-2
Farmaponte,"Natifa 1mg, Caixa Com 28 Comprimidos Revestidos",Libbs,7896094201460,Cód: 692212,Tratamento De Distúrbios Hormonais,76.13,64.16,64.16,11.97,11.97,https://www.farmaponte.com.br/natifa-1mg-caixa-com-28-comprimidos-revestidos/p,,-16
Farmaponte,Salonpas Grande Adesivo Com 2 Unidades,Hisamitsu,7896227800874,Cód: 57797,Reumatismo,9.85,9.65,9.65,0.2,0.2,https://www.farmaponte.com.br/salonpas-emplastro-11414mg-2184mg-13104mg-2840mg-1842mg-caixa-com-2-emplastros/p,,-2
