Marca,GTIN,Desconto,Preco com desconto,link,Nome,Desconto com pix,Preco pix,Preco unitario
Momenta,7891317014834,10.8,72.25,https://www.drogariaveracruz.com.br/equitam-80mg-30-comprimidos-revestidos/p,Equitam 80mg 30 Comprimidos Revestidos,14.41,68.64,83.05
Ache,7896658018787,12.43,70.43,https://www.drogariaveracruz.com.br/bravan-hct-160mg-25mg-30-comprimidos/p,Bravan HCT 160mg + 25mg 30 comprimidos,15.95,66.91,82.86
Daudt,7896026170567,5.76,38.52,https://www.drogariaveracruz.com.br/malvona-solucao-oral-200ml/p,Malvona Solução Oral 200ml,7.69,36.59,44.28
Libbs,7896094200357,16.52,70.42,https://www.drogariaveracruz.com.br/sumax-6mg05ml-solucao-injetavel-1-seringa-com-05ml/p,"Sumax 6mg/0,5ml Solução Injetável 1 seringa com 0,5ml",20.04,66.9,86.94
Libbs,7896094202603,19.82,59.46,https://www.drogariaveracruz.com.br/naprix-a-10mg-10mg-30-capsulas/p,Naprix A 10mg + 10mg 30 cápsulas,22.79,56.49,79.28
Ache,7896658008740,3.18,15.5,https://www.drogariaveracruz.com.br/levoid-25mcg-30-comprimidos/p,Levoid 25mcg 30 comprimidos,3.95,14.73,18.68
Zydus Nikkho,7897460401750,46.06,154.21,https://www.drogariaveracruz.com.br/silimalon-140mg-100mg-60-comprimidos-revestidos/p,Silimalon 140mg + 100mg 60 comprimidos revestidos,53.77,146.5,200.27
Ache,7896658001918,4.28,22.35,https://www.drogariaveracruz.com.br/decongex-plus-xarope-120ml/p,Decongex Plus Xarope 120ml,5.4,21.23,26.63
Millet Roux,7897406119879,13.27,60.46,https://www.drogariaveracruz.com.br/cutisanol-15mgg-45mgg-gel-100g/p,"Cutisanol 1,5mg/g + 45mg/g Gel 100g",16.29,57.44,73.73
Natulab,7899470802565,,15.44,https://www.drogariaveracruz.com.br/buscoplex-composto-gotas-20ml/p,Buscoplex Composto Gotas 20ml,,14.67,
Nasoar,7898430194115,10.42,59.08,https://www.drogariaveracruz.com.br/lavagem-nasal-nasoar-xt-refil-15-saches/p,Lavagem Nasal Nasoar XT Refil 15 sachês,13.37,56.13,69.5
Sankyo Pharma,7897411600393,35.73,142.91,https://www.drogariaveracruz.com.br/benicar-triplo-40mg125mg5mg-30-comprimidos-revestidos/p,"Benicar Triplo 40mg/12,5mg/5mg 30 comprimidos revestidos",42.88,135.76,178.64
Abbott,7896255766371,17.72,80.72,https://www.drogariaveracruz.com.br/femoston-conti-1mg-5mg-28-comprimidos-revestidos/p,Femoston Conti 1mg + 5mg 28 comprimidos revestidos,21.76,76.68,98.44
Servier,7898029551848,28.38,160.82,https://www.drogariaveracruz.com.br/daflon-1000mg-ffpm-30-comprimidos-revestidos/p,Daflon 1000mg FFPM 30 comprimidos revestidos,36.42,152.78,189.2
Gross,7892828001337,8.87,54.51,https://www.drogariaveracruz.com.br/etna-25mg-15mg-10mg-20-capsulas/p,"Etna 2,5mg + 1,5mg + 1,0mg 20 cápsulas",11.6,51.78,63.38
Herbarium,7896083402540,23.07,130.73,https://www.drogariaveracruz.com.br/clifemin-160mg-30-comprimidos/p,Clifemin 160mg 30 comprimidos,29.61,124.19,153.8
Libbs,7896094203075,15.16,74.02,https://www.drogariaveracruz.com.br/finalop-1mg-30-comprimidos-revestidos/p,Finalop 1mg 30 Comprimidos Revestidos,18.86,70.32,89.18
Leofarma,5702191025583,11.38,76.14,https://www.drogariaveracruz.com.br/advantan-1mgg-creme-dermatologica-15g/p,Advantan 1mg/g Creme Dermatológico 15g,15.19,72.33,87.52
Sandoz,7897595601766,22.72,7.18,https://www.drogariaveracruz.com.br/sinvastacor-10mg-30-comprimidos-revestidos/p,Sinvastacor 10mg 30 comprimidos revestidos,23.08,6.82,29.9
Ache,7896658008764,3.77,17.17,https://www.drogariaveracruz.com.br/levoid-50mcg-30-comprimidos/p,Levoid 50mcg 30 comprimidos,4.63,16.31,20.94
Ems,7896004787527,,142.5,https://www.drogariaveracruz.com.br/linadib-5mg-30-comprimidos-revestidos/p,Linadib 5mg 30 comprimidos revestidos,,135.38,
Hertz,7896331702835,8.32,20.36,https://www.drogariaveracruz.com.br/xarope-glyteol-200mg15ml-sabor-morango-100ml/p,Xarope Glyteol 200mg/15ml Sabor Morango 100ml,9.34,19.34,28.68
União Química,7896006234067,,11.05,https://www.drogariaveracruz.com.br/ciclo-21-uniao-quimica-21-comprimidos/p,Ciclo 21 União Química 21 comprimidos,,10.5,
Ache,7896658027604,8.78,64.42,https://www.drogariaveracruz.com.br/divena-40mg-30-comprimidos/p,Divena 40mg 30 comprimidos,12.0,61.2,73.2
Takeda,7896641801792,14.35,81.34,https://www.drogariaveracruz.com.br/pomada-proctyl-30g-10-aplicadores/p,Proctyl Pomada 30g + 10 aplicadores,18.42,77.27,95.69
Sankyo Pharma,7897411610767,5.58,56.44,https://www.drogariaveracruz.com.br/lactulona-667mgml-xarope-sabor-salada-de-frutas-120ml/p,Lactulona 667mg/ml Xarope Sabor Salada de Frutas 120ml,8.4,53.62,62.02
Ache,7896181915188,4.06,32.89,https://www.drogariaveracruz.com.br/busonid-aquoso-nasal-64mcg-120-doses-6ml/p,Busonid Aquoso Nasal 64mcg 120 doses 6ml,5.7,31.25,36.95
Novo Nordisk,7897705201770,74.84,630.56,https://www.drogariaveracruz.com.br/victoza-6mgml-2-carpules-com-3ml-2-sistemas-de-aplicacao/p,Victoza 6mg/ml 2 carpules com 3ml + 2 sistemas de aplicação,106.37,599.03,705.4
Merck,7891721201837,16.12,57.14,https://www.drogariaveracruz.com.br/zimiex-10mg-30-comprimidos/p,Zimiex 10mg 30 comprimidos,18.98,54.28,73.26
Schering-Plough,7897572000933,27.47,67.25,https://www.drogariaveracruz.com.br/sandrena-01mg-gel-28-saches-com-1g/p,"Sandrena 0,1mg Gel 28 sachês com 1g",30.83,63.89,94.72
Galderma,3499320015684,31.1,176.22,https://www.drogariaveracruz.com.br/epiduo-03-45g/p,"Epiduo 0,3% 45g",39.91,167.41,207.32
Sankyo Pharma,7897411611016,22.06,69.84,https://www.drogariaveracruz.com.br/benicar-anlo-20mg-5mg-30-comprimidos-revestidos/p,Benicar Anlo 20mg + 5mg 30 comprimidos revestidos,25.55,66.35,91.9
Supera,7897337712590,3.41,22.79,https://www.drogariaveracruz.com.br/meticorten-5mg-20-comprimidos/p,Meticorten 5mg 20 comprimidos,4.55,21.65,26.2
Bayer,7891106913683,0.9,14.08,https://www.drogariaveracruz.com.br/flanax-275mg-8-comprimidos/p,Flanax 275mg 8 comprimidos,1.6,13.38,14.98
Apsen,7896637033596,,226.48,https://www.drogariaveracruz.com.br/arpadol-400mg-60-comprimidos/p,"Arpadol 400mg, 60 Comprimidos",,215.16,
Almeida Prado,7898037080217,3.73,30.17,https://www.drogariaveracruz.com.br/complexo-homeopatico-almeida-prado-n-21-60-comprimidos/p,Complexo Homeopático Almeida Prado N 21 60 Comprimidos,5.24,28.66,33.9
Myralis Pharma,7896317910292,24.61,66.54,https://www.drogariaveracruz.com.br/dprev-5000ui-30-comprimidos-revestidos/p,DPrev 5.000UI 30 comprimidos revestidos,27.94,63.21,91.15
Eno,7896015593209,0.89,4.05,https://www.drogariaveracruz.com.br/sal-de-frutas-eno-tonica-2-envelopes-com-5g-cada/p,Sal de Frutas Eno Tônica 2 envelopes com 5g cada,1.09,3.85,4.94
Apsen,7896637023658,9.18,11.22,https://www.drogariaveracruz.com.br/miosan-5mg-10-comprimidos-revestidos/p,Miosan 5mg 10 comprimidos revestidos,9.74,10.66,20.4
Hypera,7896094919709,3.48,9.42,https://www.drogariaveracruz.com.br/suplemento-alimentar-engov-after-sabor-tangerina-250ml/p,Engov After Sabor Tangerina 250ml,3.95,8.95,12.9
União Química,7896006292005,7.64,25.59,https://www.drogariaveracruz.com.br/creme-dermatologico-vodol-20mgg-28g/p,Vodol Creme 20mg/g 28g,8.92,24.31,33.23
Eurofarma,7891317031350,5.81,52.3,https://www.drogariaveracruz.com.br/dexfer-100mgml-gotas-sabor-doce-de-leite-30ml/p,Dexfer 100mg/ml Gotas Sabor doce de Leite 30ml,8.42,49.69,58.11
Luimed,7898007677416,8.7,21.29,https://www.drogariaveracruz.com.br/solucao-de-manitol-20-250ml/p,Solução Injetável Endovenosa Manitol 20% 250ml,9.76,20.23,29.99
Legrand,7896004703954,11.85,15.7,https://www.drogariaveracruz.com.br/repopil-35-2mg-0035mg-21-comprimidos-revestidos/p,"Repopil 35 - 2mg + 0,035mg 21 comprimidos revestidos",12.63,14.92,27.55
Libbs,7896094208094,17.68,59.17,https://www.drogariaveracruz.com.br/iumi-3mg-002mg-24-comprimidos-revestidos/p,"Iumi 3mg + 0,02mg 24 comprimidos revestidos",20.64,56.21,76.85
Adium,7892953101865,10.34,34.6,https://www.drogariaveracruz.com.br/tecnomet-25mg-20-comprimidos/p,"Tecnomet 2,5mg 20 comprimidos",12.07,32.87,44.94
Libbs,7896094201477,25.52,72.65,https://www.drogariaveracruz.com.br/natifa-pro-1mg-05mg-28-comprimidos-revestidos/p,"Natifa Pro 1mg + 0,5mg 28 comprimidos revestidos",29.15,69.02,98.17
Diffucap,7898096577567,6.18,32.44,https://www.drogariaveracruz.com.br/winter-ap-6mg-120mg-8-capsulas/p,Winter Ap 6mg + 120mg 8 cápsulas,7.8,30.82,38.62
Novo Nordisk,7897705200322,67.36,101.03,https://www.drogariaveracruz.com.br/novolin-n-penfill-100uiml-5-carpules-com-3ml-cada/p,Novolin N Penfill 100UI/ml 5 carpules com 3ml cada,72.41,95.98,168.39
Ems,7896004803456,9.12,14.89,https://www.drogariaveracruz.com.br/solucao-nasal-naridrin-15ml/p,Naridrin Solução Nasal 15ml,9.86,14.15,24.01
Servier,7898029552135,24.22,81.08,https://www.drogariaveracruz.com.br/diamicron-mr-30mg-60-comprimidos-de-liberacao-prolongada/p,Diamicron MR 30mg 60 comprimidos de liberação prolongada,28.27,77.03,105.3
Sanofi,7891058008642,1.16,15.48,https://www.drogariaveracruz.com.br/analgesico-novalgina-500mg-10-comprimidos/p,Novalgina 500mg 10 comprimidos,1.93,14.71,16.64
Biolab Sanus,7896112411512,21.31,75.54,https://www.drogariaveracruz.com.br/ablok-plus-50mg-125mg-60-comprimidos/p,"Ablok Plus 50mg + 12,5mg 60 comprimidos",25.09,71.76,96.85
Salonpas,4987188568712,8.2,12.3,https://www.drogariaveracruz.com.br/bye-bye-fever-para-bebes-0-a-2-anos-2-unidades/p,Bye Bye Fever para Bebês 0 a 2 Anos 2 unidades,8.81,11.69,20.5
Ache,7896658012419,17.0,72.46,https://www.drogariaveracruz.com.br/meritor-4mg-1000mg-30-comprimidos-revestidos/p,Meritor 4mg + 1000mg 30 comprimidos revestidos,20.62,68.84,89.46
Libbs,7896094203044,69.68,162.6,https://www.drogariaveracruz.com.br/elani-28-3mg-003mg-84-comprimidos-revestidos/p,"Elani 28 3mg + 0,03mg 84 comprimidos revestidos",77.81,154.47,232.28
Hypera,7896714295336,,26.9,https://www.drogariaveracruz.com.br/lactase-10000-ufcc-latolise-30-capsulas-neo-quimica/p,Lactase 10.000 U.FCC Latolise 30 Cápsulas Neo Química,,25.56,
Sanofi,7896070601055,4.01,17.11,https://www.drogariaveracruz.com.br/neozine-4-gts-c20-ml/p,NEOZINE 4% GTS C/20 ML,4.87,16.25,21.12
Novartis,7896261012608,,208.15,https://www.drogariaveracruz.com.br/diovan-amlo-fix-320mg-10mg-28-comprimidos-revestidos/p,Diovan Amlo Fix 320mg + 10mg 28 comprimidos revestidos,,197.74,
Nasoar,7898430194511,11.97,73.53,https://www.drogariaveracruz.com.br/lavagem-nasal-nasoar-xt-50-refil-15-saches/p,"Lavagem Nasal Nasoar XT 5,0% Refil 15 sachês",15.65,69.85,85.5
Libbs,7896094201811,19.03,60.25,https://www.drogariaveracruz.com.br/naprix-a-10mg-5mg-30-capsulas/p,Naprix A 10mg + 5mg 30 cápsulas,22.04,57.24,79.28
Teuto,7896112160298,18.65,9.19,https://www.drogariaveracruz.com.br/ibupril-400mg-10-comprimidos/p,Ibupril 400mg 10 comprimidos,19.11,8.73,27.84
Msd,7897337707596,18.32,68.94,https://www.drogariaveracruz.com.br/januvia-25mg-28-comprimidos-revestidos/p,Januvia 25mg 28 comprimidos revestidos,21.77,65.49,87.26
Sandoz,7897595601773,17.46,9.9,https://www.drogariaveracruz.com.br/sinvastacor-20mg-30-comprimidos-revestidos/p,Sinvastacor 20mg 30 comprimidos revestidos,17.95,9.41,27.36
Equaliv,7898687730975,,59.9,https://www.drogariaveracruz.com.br/suplemento-equaliv-lactase-10000-ufcc-sabor-creme-30-comprimidos-mastigaveis/p,Lactase 10.000 U.FCC Equaliv  Sabor Creme 30 comprimidos mastigáveis,,56.91,
Sanofi,7891058003890,4.37,11.81,https://www.drogariaveracruz.com.br/anador-1g-10-comprimidos/p,Anador 1g 10 comprimidos,4.96,11.22,16.18
Genom,7896006208266,7.34,31.29,https://www.drogariaveracruz.com.br/solucao-oftalmica-glaub-md-01-5ml/p,"Solução Oftálmica Glaub MD 0,1% 5ml",8.9,29.73,38.63
Takeda,7896641804397,21.43,143.42,https://www.drogariaveracruz.com.br/kaloba-825mgml-gotas-50ml/p,Kaloba 825mg/ml Gotas 50ml,28.6,136.25,164.85
União Química,7896006290162,3.2,13.62,https://www.drogariaveracruz.com.br/solucao-oftalmica-glaucotrat-05-5ml/p,"Solução Oftálmica Glaucotrat 0,5% 5ml",3.88,12.94,16.82
Sanofi,7891058168049,12.79,72.51,https://www.drogariaveracruz.com.br/antialergico-allegra-120mg-10-comprimidos-revestidos/p,Allegra 120mg 10 comprimidos revestidos,16.42,68.88,85.3
Apsen,7896637023115,4.45,25.2,https://www.drogariaveracruz.com.br/meclin-25mg-15-comprimidos/p,Meclin 25mg 15 comprimidos,5.71,23.94,29.65
Hypera,7896094999954,10.28,46.81,https://www.drogariaveracruz.com.br/buscofem-400mg-20-capsulas/p,Buscofem 400mg 20 cápsulas,12.62,44.47,57.09
Gsk,7896015591212,,440.72,https://www.drogariaveracruz.com.br/trelegy-100-625-25mcg-1-dispositivo-com-30-doses/p,"Trelegy 100 + 62,5 + 25mcg 1 Dispositivo com 30 Doses",,418.68,
União Química,7896006202103,14.52,10.9,https://www.drogariaveracruz.com.br/perfenol-20-capsulas/p,Perfenol 20 cápsulas,15.06,10.36,25.42
Marjan,7896226102603,18.41,89.88,https://www.drogariaveracruz.com.br/suplemento-vitaminico-vitergan-zinco-30-comprimidos-revestidos/p,Vitergan Zinco 30 comprimidos revestidos,22.9,85.39,108.29
Bayer,7891106915410,8.19,73.71,https://www.drogariaveracruz.com.br/gino-canesten-balance-7-bisnagas-aplicadoras-5ml-cada/p,Gino-Canesten Balance 7 bisnagas aplicadoras 5ml cada,11.88,70.02,81.9
Biolab Sanus,7896241248287,6.41,24.11,https://www.drogariaveracruz.com.br/level-010mg-002mg-21-comprimidos-revestidos/p,"Level 0,10mg + 0,02mg 21 comprimidos revestidos",7.62,22.9,30.52
Sanofi,7891058020941,1.98,26.37,https://www.drogariaveracruz.com.br/analgesico-dorflex-50-comprimidos/p,Dorflex 50 comprimidos,3.3,25.05,28.35
Divcom Pharma,7898040329655,5.7,46.16,https://www.drogariaveracruz.com.br/floratil-200mg-6-capsulas/p,Floratil 200mg 6 cápsulas,8.01,43.85,51.86
Sanofi,7897595901330,7.39,19.97,https://www.drogariaveracruz.com.br/puran-t4-150mcg-30-comprimidos/p,Puran T4 150mcg 30 comprimidos,8.39,18.97,27.36
Hypera,7896094907294,2.78,15.76,https://www.drogariaveracruz.com.br/engov-12-comprimidos/p,Engov 12 comprimidos,3.57,14.97,18.54
Sankyo Pharma,7897411610606,19.43,65.04,https://www.drogariaveracruz.com.br/benicar-20mg-30-comprimidos-revestidos/p,Benicar 20mg 30 comprimidos revestidos,22.68,61.79,84.47
Hypera,7896622300450,3.16,31.92,https://www.drogariaveracruz.com.br/antiacido-gastrol-solucao-oral-250ml/p,Antiácido Gastrol Solução Oral 250ml,4.76,30.32,35.08
Geolab,7899095200586,2.53,48.12,https://www.drogariaveracruz.com.br/hiluropt-015-10ml/p,"Hiluropt 0,15% 10ml",4.94,45.71,50.65
Sigma Pharma,7894916512480,42.01,191.4,https://www.drogariaveracruz.com.br/brasart-hct-160mg-125mg-90-comprimidos-revestidos/p,"Brasart HCT 160mg + 12,5mg 90 comprimidos revestidos",51.58,181.83,233.41
Glenmark,7897473204270,11.4,102.57,https://www.drogariaveracruz.com.br/deriva-micro-1mgg-gel-de-liberacao-controlada-30g/p,Deriva Micro 1mg/g Gel de Liberação Controlada 30g,16.53,97.44,113.97
Legrand,7896004774626,21.35,47.52,https://www.drogariaveracruz.com.br/repoflor-250mg-10-capsulas-duras/p,Repoflor 250mg 10 cápsulas duras,23.73,45.14,68.87
Apsen,7896637022767,14.23,47.65,https://www.drogariaveracruz.com.br/donaren-50mg-60-comprimidos-revestidos/p,"DONAREN - 50mg, 60 comprimidos revestidos",16.61,45.27,61.88
Biolab Sanus,7896112407102,16.27,61.22,https://www.drogariaveracruz.com.br/tapazol-10mg-100-comprimidos/p,Tapazol 10mg 100 comprimidos,19.33,58.16,77.49
Genom,7896006230052,20.8,83.21,https://www.drogariaveracruz.com.br/solucao-oftalmica-drusolol-2-5-5ml/p,Solução Oftálmica Drusolol 2% + 5% 5ml,24.96,79.05,104.01
Arese,7899824400812,17.9,81.52,https://www.drogariaveracruz.com.br/enax-200mg-30-comprimidos-revestidos/p,Enax 200mg 30 comprimidos revestidos,21.98,77.44,99.42
Advil,7896009498398,10.99,31.27,https://www.drogariaveracruz.com.br/analgesico-advil-400mg-16-capsulas-liquidas/p,Advil 400mg 16 cápsulas líquidas,12.55,29.71,42.26
Natulab,7898133131011,1.54,5.47,https://www.drogariaveracruz.com.br/maxalgina-500mgml-gotas-sabor-abacaxi-20ml/p,Maxalgina 500mg/ml Gotas Sabor Abacaxi 20ml,1.81,5.2,7.01
Ems,7896004779713,39.56,35.08,https://www.drogariaveracruz.com.br/dienogeste-2mg-ems-30-comprimidos/p,Dienogeste 2mg EMS 30 comprimidos,41.31,33.33,74.64
Leofarma,5702191025576,16.34,100.38,https://www.drogariaveracruz.com.br/icaden-10mgml-1-frasco-spray-com-60ml-de-solucao-de-uso-dermatologico/p,Icaden Spray 10mg/ml 50ml,21.36,95.36,116.72
Adv,7896230301689,,25.9,https://www.drogariaveracruz.com.br/calicida-solucao-adv-10ml/p,Calicida Solução ADV 10ml,,24.61,
Bayer,7891106916233,8.17,39.86,https://www.drogariaveracruz.com.br/mesigyna-50mgml-5mgml-solucao-injetavel-1-ampola-com-1ml/p,Mesigyna 50mg/ml + 5mg/ml Solução Injetável 1 ampola com 1ml,10.16,37.87,48.03
Ache,7896658036019,23.49,133.13,https://www.drogariaveracruz.com.br/osteoban-150mg-3-comprimidos/p,Osteoban 150mg 3 comprimidos,30.15,126.47,156.62
Momenta,7891317036881,15.17,101.51,https://www.drogariaveracruz.com.br/equitam-120mg-30-comprimidos-revestidos/p,Equitam 120mg 30 comprimidos revestidos,20.25,96.43,116.68
Procter&amp;Gamble,7891721008368,5.61,31.8,https://www.drogariaveracruz.com.br/alginac-5000mcg-100mg-100mg-75mg-3-ampolas-com-1ml-3-ampolas-com-2ml/p,Alginac 5.000mcg + 100mg + 100mg + 75mg 3 ampolas com 1ml + 3 ampolas com 2ml,7.2,30.21,37.41
Ache,7896658035975,4.73,24.84,https://www.drogariaveracruz.com.br/allestra-15-60mcg-15mcg-28-comprimidos/p,Allestra 15 60mcg + 15mcg 28 comprimidos,5.97,23.6,29.57
Ache,7896181905288,,118.83,https://www.drogariaveracruz.com.br/alenia-refil-6mcg-200mcg-60-capsulas-inalatorias/p,Alenia Refil 6mcg + 200mcg 60 cápsulas inalatórias,,112.89,
Abbott,7896255717885,3.45,34.83,https://www.drogariaveracruz.com.br/trombofob-200u-gel-40g/p,Trombofob 200U Gel 40g,5.19,33.09,38.28
Sanofi,7891058020286,13.6,49.9,https://www.drogariaveracruz.com.br/probiotico-enterogermina-plus-5-frascos-de-5ml/p,Probiótico Enterogermina Plus 5 frascos de 5ml,16.09,47.41,63.5
Hypera,7891142142221,5.1,51.59,https://www.drogariaveracruz.com.br/diprosalic-05mgml-20mgml-solucao-dermatologica-30ml/p,"Diprosalic 0,5mg/ml + 20mg/ml Solução Dermatológica 30ml",7.68,49.01,56.69
Herbarium,7896083402625,17.8,119.16,https://www.drogariaveracruz.com.br/imunoflan-30739mgml-xarope-120ml/p,"Imunoflan 307,39mg/ml Xarope 120ml",23.76,113.2,136.96
Herbarium,7896083410323,30.19,185.44,https://www.drogariaveracruz.com.br/androsten-uno-280mg-15-comprimidos-revestidos/p,Androsten UNO 280mg 15 comprimidos revestidos,39.46,176.17,215.63
Sigma Pharma,7894916500746,18.88,99.12,https://www.drogariaveracruz.com.br/sucrafilm-200mgm-20-flaconetes-com-10ml-cada/p,Sucrafilm 200mg/m 20 flaconetes com 10ml cada,23.84,94.16,118.0
Biolab Sanus,7896112425496,,345.95,https://www.drogariaveracruz.com.br/pantogar-biolab-90-capsulas/p,Pantogar Biolab 90 Cápsulas,,328.65,
Zambon,7898074618183,3.58,28.91,https://www.drogariaveracruz.com.br/xarope-seki-120ml/p,Xarope Seki 120ml,5.03,27.46,32.49
Nestlé,7891000359426,15.81,97.09,https://www.drogariaveracruz.com.br/materna-omega-dha-c30/p,Materna Ômega 3 DHA 30 cápsulas gelatinosas,20.66,92.24,112.9
Astrazeneca,7896206407896,,207.6,https://www.drogariaveracruz.com.br/symbicort-spray-6100-mcg-60-doses-de-po-de-uso-inalatorio/p,Symbicort Spray 6/100 mcg 120 doses de pó de uso inalatório,,197.22,
Bago Do Brasil Sa,7898906376410,5.63,50.64,https://www.drogariaveracruz.com.br/tiorfan-100mg-9-capsulas/p,Tiorfan 100mg 9 cápsulas,8.16,48.11,56.27
Merck,7891721024986,22.21,66.63,https://www.drogariaveracruz.com.br/concor-25mg-30-comprimidos-revestidos/p,"Concor 2,5mg 30 comprimidos revestidos",25.54,63.3,88.84
Eurofarma,7891317000660,8.17,59.88,https://www.drogariaveracruz.com.br/dexfer-400mg-eurofarma-30-comprimidos-revestidos/p,"Dexfer 400mg, Eurofarma 30 comprimidos revestidos",11.16,56.89,68.05
Teuto,7896112144892,5.61,9.54,https://www.drogariaveracruz.com.br/ferronil-40mg-50-comprimidos-revestidos/p,Ferronil 40mg 50 comprimidos revestidos,6.09,9.06,15.15
Galderma,7897930775213,16.74,87.88,https://www.drogariaveracruz.com.br/clob-x-05mgml-emulsao-dermatologica-59ml/p,"Clob - X 0,5mg/ml Emulsão Dermatológica 59ml",21.13,83.49,104.62
Hypera,7891104193087,0.86,11.41,https://www.drogariaveracruz.com.br/apracur-6-comprimidos/p,Apracur 6 comprimidos,1.43,10.84,12.27
Sanofi,7896026306492,,42.93,https://www.drogariaveracruz.com.br/laxante-guttalax-75mgml-30ml/p,"Guttalax Laxante 7,5mg/ml 30ml",,40.78,
Hertz,7896331702958,,28.3,https://www.drogariaveracruz.com.br/antiacido-gastrobion-sabor-cereja-240ml/p,Gastrobion Sabor Cereja 240ml,,26.89,
Myralis Pharma,7898430193989,5.62,50.59,https://www.drogariaveracruz.com.br/myrafer-400mgml-sabor-doce-de-leite-30ml/p,Myrafer 100mg/ml Sabor Doce de Leite 30ml,8.15,48.06,56.21
Aspen Pharma,7896422513265,,97.5,https://www.drogariaveracruz.com.br/osteonutri-600mg-400ui-30-comprimidos-revestidos/p,OsteoNutri 600mg + 400UI 30 comprimidos revestidos,,92.63,
Abbott,7896255716949,8.52,32.07,https://www.drogariaveracruz.com.br/synthroid-25mcg-30-comprimidos/p,Synthroid 25mcg 30 comprimidos,10.12,30.47,40.59
Igefarma,7897129300509,9.11,55.99,https://www.drogariaveracruz.com.br/vitacid-05mgg-creme-25g/p,"Vitacid 0,5mg/g Creme 25g",11.91,53.19,65.1
Ache,7896658008849,6.19,28.22,https://www.drogariaveracruz.com.br/levoid-112mcg-30-comprimidos/p,Levoid 112mcg 30 comprimidos,7.6,26.81,34.41
